时间,姓名,内容,阅读,评论,,,,,
2021/2/28 23:09,可能发财2,开盘我挂299,150,0,,,,,
2021/2/28 23:00,股神来看望你们,极米科技，750元的大牛股，后期上150,250,0,,,,,
2021/2/28 22:46,价值投资zyz,一个很简单的道理——好的新股上市在吧里极力唱空的都,523,2,,,,,
2021/2/28 22:22,股神来看望你们,极米科技开盘最低300元，正常会开在333以上，第一天炒,1026,3,,,,,
2021/2/28 21:54,股神来看望你们,极米科技开盘最低300，应该开在333以上，第一天炒作高,876,5,,,,,
2021/2/28 21:42,风平浪静吧,极光科技对标石头科技,429,0,,,,,
2021/2/28 21:05,神龙摆尾99999,随着使用次数的增多，投影仪死机问题愈发严重。,315,5,,,,,
2021/2/28 21:03,啃鼠庄,开盘破发，不要抱太大希望,276,3,,,,,
2021/2/28 21:00,吉M1J843,瞎XX没用，开盘就知道了，惊爆眼球,262,1,,,,,
2021/2/28 20:36,价值投资zyz,昨天看了一篇好文章，细说了为何好的新股会有如此之多,381,3,,,,,
2021/2/28 20:25,我是老武的亲跌,看看小熊电器，营收和利润业绩还不如此股34.2涨到35倍,498,2,,,,,
2021/2/28 20:19,神龙摆尾99999,133元发行价，给大疆创新，大家没有任何意见，那是国,359,4,,,,,
2021/2/28 19:30,农大女学霸,我发起了一个投票，【#极米科技#开盘第2天暴跌多少？,396,2,,,,,
2021/2/28 19:30,股友SP7V39,对标石头科技发行价271，当日收盘500。,699,3,,,,,
2021/2/28 19:30,什么菜最好吃,一个新股，还没套过人结过仇，为什么这么多帖子唱空。,381,4,,,,,
2021/2/28 19:27,股友uhmQPO,极米科技采销异象迭起遭“连环问”,369,1,,,,,
2021/2/28 19:26,大牛牛aaa,同一天的另一个3月2日上市了他怎么还不公告。,453,2,,,,,
2021/2/28 19:26,神龙摆尾99999,投影仪价格战竞争极其激烈，一旦滞销积压，就是亏损退,258,2,,,,,
2021/2/28 18:58,股神来看望你们,极米科技开盘最低300元，正常会开在333以上，第一天炒,266,0,,,,,
2021/2/28 18:50,飞毛腿3,我开始也认为极米不得了。到处转了一圈得出的结论是第,757,10,,,,,
2021/2/28 17:56,神龙摆尾99999,似曾相识,294,4,,,,,
2021/2/28 17:07,股友CGPghJ,天风证券研报太随意一会166元，过一股说700多元,539,3,,,,,
2021/2/28 17:00,股神来看望你们,不要被那些没中签的忽悠，骗去了筹码，这可是能上千元,216,5,,,,,
2021/2/28 16:35,神龙摆尾99999,投影仪必定消亡，单一功能产品必不长久，就如单一功能,301,5,,,,,
2021/2/28 16:32,股神来看望你们,[通知]吧里唱空的都是没中签的又极度看好极米的，想忽,245,0,,,,,
2021/2/28 15:57,笋子的精神,希望越大，失望越大，俺要永不高，250之间烧高香，卖,822,7,,,,,
2021/2/28 15:29,神龙摆尾99999,有人说手机投影电话来了还搞毛，三更半夜看电影，还有,439,5,,,,,
2021/2/28 14:50,股神来看望你们,吧里没中签的，卖力唱空想拿低价筹码的，我敢打赌第一,228,0,,,,,
2021/2/28 14:39,神龙摆尾99999,未来手机就可以实现投影功能，极米将是最大黑天鹅。,404,6,,,,,
2021/2/28 14:19,股友5Ft2021562,$极米科技(SH688696)$ 二股东是百度，七股东是芒果，,266,0,,,,,
2021/2/28 14:07,神龙摆尾99999,随着手机音乐播放品质的不断提高，再加上智能手机的全,158,0,,,,,
2021/2/28 13:52,股神来看望你们,吧里有两个极度看好极米的人，又没中签，现在使劲忽悠,259,1,,,,,
2021/2/28 13:46,股友vnwDAk,看不起极米的有本事你给打压到10元呀。,234,2,,,,,
2021/2/28 12:29,奔驰3600,新股吧里无非两种人，一个是中签的，一个就是机构的托,557,5,,,,,
2021/2/28 11:47,价值投资zyz,看好这只股的成长速度，独角兽公司，赛道不错，开盘别,294,4,,,,,
2021/2/28 11:29,实时更新,发行价离谱133.73元，市盈率更高过同行几十倍。做投影,732,3,,,,,
2021/2/28 11:09,股友T6X3yg,极米净利9％，就赚个塑料外壳钱！,428,4,,,,,
2021/2/28 10:59,股友1155r226U5,唱空人其实想低价买的，可来了很多恶意唱空，不知道能,209,1,,,,,
2021/2/28 10:01,n142608351650b7b,极米科技发行上市价格133元是谁定的？这个价格说明大,562,0,,,,,
2021/2/28 9:41,股友T6X3yg,数码像机怎么死的，投影仪会步其后尘,360,3,,,,,
2021/2/27 23:22,股友1155r226U5,又是小众，又可手机投影，专利也买的，叫他上市干嘛？,174,0,,,,,
2021/2/27 22:48,发财哥研报,值1000元。让我中签吧，无论哪个账户中签，上市首日，,769,8,,,,,
2021/2/27 22:22,股神来看望你们,总有一些没中签的，想忽悠我们中签的第一天卖掉，极米,222,0,,,,,
2021/2/27 22:16,股友T6X3yg,以后一台4000元手机打天下，要什么笨重投影仪！,380,6,,,,,
2021/2/27 22:05,出研报就跑,别的不奢求，一定选个好日子上市啊，拜托了,188,0,,,,,
2021/2/27 21:49,上海老何,我的号起始2014，这股只配6个号，2014—2019真是气死,610,7,,,,,
2021/2/27 21:17,老牛__耕田,《上市当日有1698665股可融券》,273,1,,,,,
2021/2/27 20:56,小荷露尖尖c8899,去淘宝京东看看评论和图片才知道智能投影仪卖点很多～,627,2,,,,,
2021/2/27 20:39,价值投资zyz,外面的想买到便宜的筹码拼命唱空，以为随便发几个空水,336,2,,,,,
2021/2/27 19:57,吉米巴特勒,不如当年的四川长虹,592,11,,,,,
2021/2/27 19:01,周道Mr,极米开盘能涨多少我不敢瞎说，但是极米在京东和石头的,1646,16,,,,,
2021/2/27 18:35,股友1155r226U5,这个投影仪可有可无，不象有的消费品居家必用或人手一,326,3,,,,,
2021/2/27 18:32,金银兴隆de说不得,托太多了，职业的，好像忽悠出筹码能捡到似的，这么点,334,2,,,,,
2021/2/27 16:32,实时更新,网上发行才427万股，大部门是在网下发行。那么问题来,2137,14,,,,,
2021/2/27 16:05,股友1155r226U5,按股吧真实情况分析，这个公司也是忽悠公司吧？,341,3,,,,,
2021/2/27 15:30,锣壹篸,到底那天上市？,263,0,,,,,
2021/2/27 14:55,股友T6X3yg,好好看看评测，当贝F3比极米H3还出色且价更高,381,1,,,,,
2021/2/27 14:31,王多鱼炒股,当初天风证券给石头科技的目标价450—560，看看现在98,1047,7,,,,,
2021/2/27 13:00,我能发508,越是高价股涨的越好 看看是10元以下涨的好 还是50元以,264,2,,,,,
2021/2/27 12:11,笋子的精神,本人只需赚5万元知足了，上午9：30开盘不管什么价格，,569,8,,,,,
2021/2/27 11:51,seawoon,很不幸凯赛和极米我都中签了，感觉凯赛是中了个假签，,564,0,,,,,
2021/2/27 11:13,股友z3E7RU,开盘价格绝对高。庄家拉高散户接盘。然后融券做空赚钱,382,4,,,,,
2021/2/27 10:22,股友fmpgdt,机构的托？也太高看这些loser了。这些说白了就是看不,237,1,,,,,
2021/2/27 8:08,CDH369,担心真实性,281,1,,,,,
2021/2/27 8:03,吉M1J843,今年最大的肉了,406,3,,,,,
2021/2/27 3:59,实时更新,133.73的高发行价，面临的就是次日一路下跌，生产投影,981,12,,,,,
2021/2/27 1:03,股友e89pI1,错过缴款时间了，有补救方法吗请帮忙，可以提成收益谢,2111,24,,,,,
2021/2/26 23:12,股神来看望你们,反正最低估值都值300亿，科创溢价到600亿市值可以吧,331,3,,,,,
2021/2/26 22:18,实时更新,建议提前做好融劵准备，高开一拉就向下砸,389,4,,,,,
2021/2/26 20:06,股友0apnX9,根据京东网站数据：美的店铺关注3500万市值6400亿，石,958,4,,,,,
2021/2/26 19:37,梦长君知,老天保佑中一签！,310,2,,,,,
2021/2/26 18:27,股友z3E7RU,有票的都是空头。,302,3,,,,,
2021/2/26 16:38,账户已注销,成都的一家山寨厂，因专利问题被告了无数次！打了无穷,456,4,,,,,
2021/2/26 15:24,豆FO,极米绝不可能破发的，虽然发行价过高,699,7,,,,,
2021/2/26 13:58,骑扬如意de叶孤城,城外的想进来，城里的待价而沽。,369,3,,,,,
2021/2/26 12:58,wy04366688,石头说句良心话没听过，中签极米，才知道有个啥石头科,548,2,,,,,
2021/2/26 11:23,股友a9nF1x,就8000多个账户有，也就是说流通股只有400万股，都拿,717,6,,,,,
2021/2/26 15:24,股友T6X3yg,中签的当然有肉，想买的必须谨慎丨,259,1,,,,,
2021/2/26 12:58,wy04366688,石头说句良心话没听过，中签极米，才知道有个啥石头科,548,2,,,,,
2021/2/26 11:23,股友a9nF1x,就8000多个账户有，也就是说流通股只有400万股，都拿,717,6,,,,,
2021/2/26 8:51,股友5lTLSw,最好低开，大家都可以安静了！,481,1,,,,,
2021/2/25 23:30,XQJXGGD,什么时候可以上市交易啊激动,207,0,,,,,
2021/2/25 22:49,股友EnLX4X0607,好多人关注这，看的多，出手的应该都是狠狠地。,194,0,,,,,
2021/2/25 22:34,神龙摆尾99999,投影机使用场景受限，业绩成长不可持续，或许是又一个,248,1,,,,,
2021/2/25 21:24,光头强赚,景云往，什么时候申购的？,238,1,,,,,
2021/2/25 20:06,股友XRCDVw,上市当天能涨到多少，要当天卖掉还是继续持有,444,2,,,,,
2021/2/25 19:38,SR_x320,没有中签极米科技的，可以买入先进数通！,986,5,,,,,
2021/2/25 18:41,禾合禾,什么时候上？,181,0,,,,,
2021/2/25 17:57,值得拥有12,极米科技，按2022年每股收益14块，30倍保守市盈率，开,2448,7,,,,,
2021/2/25 15:42,股友9Z7bNz,什么时候上市,224,0,,,,,
2021/2/25 15:08,小钢炮99,现在除了中老年朋友还有几个人会去看电视的。,487,10,,,,,
2021/2/25 13:21,阿水找点小快乐,股东人数：只有区区34人，想一想都不卖是什么结果，哈,466,3,,,,,
2021/2/25 12:00,小笋尖,《猜：开盘也就200元出头》,571,4,,,,,
2021/2/25 9:26,极米股票首席分析,极米新股已申购成功100万，坐等吃肉,1626,26,,,,,
2021/2/25 8:38,大牛牛aaa,6000多股白捡的钱都不要。,833,6,,,,,
2021/2/25 7:07,股友WC1ngG,开盘价大家估计不敢买。,287,1,,,,,
2021/2/24 22:11,如是心,涨到1000元，大家每个中签的买一台[微笑],441,5,,,,,
2021/2/24 20:58,股友IJeU6x,赚钱了，我就去买两台极米H3。我朋友买的真的好用。,316,2,,,,,
2021/2/24 20:47,wy04366688,涨到1000或跌破发行价都不会卖，看好极米发展，就当没,409,3,,,,,
2021/2/24 19:35,锣壹篸,什么时候上市？,419,2,,,,,
2021/2/24 18:53,桃叔的小溪,我看气氛很火热，还有好心人说肯定上750，上1000。我,1138,15,,,,,
2021/2/24 15:41,股友z3E7RU,虽然没中。但是价格应该600以上了。对标石头6倍,467,1,,,,,
2021/2/24 15:20,天堂人6,开始找接盘的,220,0,,,,,
2021/2/24 13:43,大花小花和老花,我老公中了一支这个，好么？,1150,8,,,,,
2021/2/24 12:05,读懂财经研究,极米不是下一个石头科技,6299,8,,,,,
2021/2/24 10:10,azm2288,我也没中过。,274,0,,,,,
2021/2/24 9:24,公主梦彩虹糖的梦,没事，炫耀没啥！,475,4,,,,,
2021/2/24 8:48,永远的玛雅,按照一季报预告，这个股给到50倍顶天了，40倍都有可能,1540,8,,,,,
2021/2/24 7:04,价值成长168,大家说说吉米按2021年50pe估值，股价可以上到多少[为,821,6,,,,,
2021/2/24 1:32,五股丰登518,差点错过一个忆，天天看中签没，确没有中，下午一点的,480,2,,,,,
2021/2/24 0:13,富贵斗金的律香川,一共就8000多个，大家拿住了，我觉得这个消费知名品牌,354,2,,,,,
2021/2/23 21:56,苏宁小教1980,来一签，不知能赚多少了,331,2,,,,,
2021/2/23 21:44,清云淡月,开盘目标价360,324,1,,,,,
2021/2/23 20:57,老牛__耕田,《谁知道哪天上市啊？》,601,5,,,,,
2021/2/23 20:30,Y22976,涨到500元市值187.5亿按今年3个亿的净利润才62.5的市,1202,14,,,,,
2021/2/23 19:56,会唱小曲不,第一次，中签新股，牛年大吉[微笑],309,1,,,,,
2021/2/23 19:06,你好周辛森4659,我让你们高兴一下吧。中签号多少不需要说了。,838,6,,,,,
2021/2/23 18:18,股友sDcpYW,电视革命,562,2,,,,,
2021/2/23 17:52,Chiang2,感恩,345,2,,,,,
2021/2/23 15:58,股友OvGtS5,9710+6,204,1,,,,,
2021/2/23 15:26,实时更新,只是发行市盈就比同行高出30倍，太离谱了。上市后还要,611,3,,,,,
2021/2/23 13:56,哈依哆哆咯,这个投影一哥，牛逼了，独角兽，对标石头科技，开盘不,867,3,,,,,
2021/2/23 13:26,公主梦彩虹糖的梦,莲说,306,0,,,,,
2021/2/23 12:56,极米科技资讯,688696:极米科技首次公开发行股票并在科创板上市网上,15047,78,,,,,
2021/2/23 12:12,小XYE2018,感谢,190,0,,,,,
2021/2/23 11:56,青蚨翩翩,又见肥牛过街跑了，赚5万就行。,287,1,,,,,
2021/2/23 11:32,wenseng12,重了新年第一签,7487,19,,,,,
2021/2/23 10:41,陈一秤金,没这个命啊,199,0,,,,,
2021/2/23 10:18,周道Mr,我炫耀一下你们不能生气吧,1199,17,,,,,
2021/2/23 9:10,kj东山,刚才看了公告：网下发行大户的也有近8000户，和网上的,1001,4,,,,,
2021/2/23 8:33,翰天宇,感谢东财，去年到目前，我赚得最多的个股也是东方财富,618,6,,,,,
2021/2/23 4:38,人生没有边旁部首,感谢,217,0,,,,,
2021/2/23 2:10,wy04366688,涨多少钱都不准备卖了，看好极米的发展。,224,0,,,,,
2021/2/23 1:56,wy04366688,知道能中签，四年前就买了极米投影仪。,133,0,,,,,
2021/2/23 0:28,股友x39Lti,我来幻想一下涨到500元，一签可以赚18.35万。嗯还好了,788,5,,,,,
2021/2/22 23:49,夜半的人,中签了，买个极米的产感恩一下。,148,0,,,,,
2021/2/22 23:28,石佛谦逊纪律敬畏,差一点。,640,4,,,,,
2021/2/22 22:57,涅槃重生0,6866+6,132,0,,,,,
2021/2/22 22:48,李录_价值投资,感谢极米，牛年第一签,312,1,,,,,
2021/2/22 22:43,米小米大米,恭喜中签的发大财，想问下高手这签中了保守估计能赚多,761,4,,,,,
2021/2/22 22:43,亿路畅通,我就想知道能挣多少。10万能行吗,762,5,,,,,
2021/2/22 22:42,股友q5mcaN,同喜同喜,228,0,,,,,
2021/2/22 22:41,M伐宝,什么时候开，300一票,278,2,,,,,
2021/2/22 22:08,吾憨控股3647,极米能跟石头科技比吗？,379,2,,,,,
2021/2/22 21:50,股友Kx2n3A,，,135,0,,,,,
2021/2/22 21:32,机会1234,恭喜中签吃肉，,173,0,,,,,
2021/2/22 21:16,默写那份爱jgr7yk,感谢东财刚银河你转过来,281,0,,,,,
2021/2/22 21:14,神奇的指数,谢谢，极米科技，牛年第一签[鼓掌],268,0,,,,,
2021/2/22 21:07,和气民丰地后羿,这次必须发个帖了,314,0,,,,,
2021/2/22 20:57,股友95x54F,财神保佑，中一签[财力][财力][财力][财力][财力],283,1,,,,,
2021/2/22 20:45,老王的2021,7012+6,834,8,,,,,
2021/2/22 20:33,吾憨控股3647,2015+6中极米7667+28中美迪,912,5,,,,,
2021/2/22 20:25,股友106u93Y756,2021 3333,293,2,,,,,
2021/2/22 20:20,蜘蛛侠蜘蛛侠大战,中了,204,0,,,,,
2021/2/22 20:16,适应股市新常态,63892能中签否！,182,0,,,,,
2021/2/22 20:11,WJC04291462,中签公布了吗，不是明天吗，怎么有人说中签了,258,0,,,,,
2021/2/22 20:09,股市小医生,单挑2505,204,0,,,,,
2021/2/22 20:07,生意高雅地五散人,37O5中一签，感恩,569,1,,,,,
2021/2/22 20:01,富有满斗的傅红雪,238363，希望中一签回回血,190,0,,,,,
2021/2/22 19:57,极速STdl,小编跌懵了，不开奖了吗,219,0,,,,,
2021/2/22 19:56,犇腾鑫鼎鸿福慧命,此股会成为股价前十。求中一签。阿弥陀佛,724,8,,,,,
2021/2/22 19:48,回忆0528,5178+6喜中一签[呲牙],1855,3,,,,,
2021/2/22 19:46,十倍宝宝ly,无量寿福！,173,0,,,,,
2021/2/22 19:41,股友RSby2t,9137，6个号，求中一签！,209,0,,,,,
2021/2/22 19:39,罘例例,没收到短信，估计歇了。2114＋6,356,1,,,,,
2021/2/22 19:36,股友kTHmhD,早就知道中不了，已经有承受力了,195,0,,,,,
2021/2/22 19:31,股友XcY2ha,是不是 全配给机构了 无人中签呀？,332,2,,,,,
2021/2/22 19:28,HX52Y26,上图就是中一签[拜神][拜神][拜神][拜神][拜神][拜神],835,0,,,,,
2021/2/22 19:27,照片不一般,9120-9125,173,0,,,,,
2021/2/22 19:23,鲁尼小胖子,2468+6，求中签！,173,0,,,,,
2021/2/22 19:22,股友77h5111w06,没中,181,0,,,,,
2021/2/22 19:18,一博弈一,18239409，中中中，给我点赞一起中签[大笑],261,0,,,,,
股友9C0gAS,喜中一签！,2994+5,892,1,2021/2/22 19:16,,,,
2021/2/22 19:14,香菜很香,5322+6,701,8,,,,,
2021/2/22 19:11,深圳型男ultra,2380中了一签，感谢感谢[鼓掌]GH,2248,4,,,,,
2021/2/22 19:09,小旗飘,6460+6,151,0,,,,,
2021/2/22 19:07,你庄老木,5596,138,0,,,,,
2021/2/22 19:05,为钱做乞丐,3619-6有希望吗,138,0,,,,,
2021/2/22 19:00,股友otUhqa,中了买房,205,1,,,,,
2021/2/22 18:58,江苏江阴吧友,5826能回血不,157,0,,,,,
2021/2/22 18:56,悟空说了有妖气,牛年大吉，喜中一签,738,1,,,,,
2021/2/22 18:55,和气利市得张三丰,1473+6求中,100,0,,,,,
2021/2/22 18:53,股市老韭黄,大肉签！谁中谁有福！！,222,1,,,,,
2021/2/22 18:50,諾爾敏,1164+6,273,2,,,,,
2021/2/22 18:50,Heihei7777,8556,125,1,,,,,
2021/2/22 18:49,股友CYUrY4,7348+6中,240,1,,,,,
2021/2/22 18:48,我从首商来,8602中了吗,193,1,,,,,
2021/2/22 18:46,家有三宝15,4621+6，看来没戏了,130,0,,,,,
2021/2/22 18:44,声名鹊起送给我,5584吗,122,0,,,,,
2021/2/22 18:41,三峡能源04签,不喜不悲平静心,152,0,,,,,
2021/2/22 18:38,赛罗洛,1826求中一签,132,0,,,,,
2021/2/22 18:32,乘风破浪股道也,中了一签，弥补一下这次大跌亏损[抓狂],1457,3,,,,,
2021/2/22 18:26,二木知曰,什么时候出结果？,312,1,,,,,
2021/2/22 18:23,风中的狂舞,恭喜中签人,660,1,,,,,
2021/2/22 18:17,抱朴归一,1520,139,0,,,,,
2021/2/22 18:00,寻找love属于,87478+4中了,286,0,,,,,
2021/2/22 17:59,衵破周吕布洲红洲,4863加六陪跑走起[哭][哭][哭],191,0,,,,,
2021/2/22 17:57,签王之王之王中王,6429中一签弥补一下小心灵,223,0,,,,,
2021/2/22 17:55,阿土慢,1203，来一签吧！牛年，中牛股[敢死队][敢死队][敢死,155,0,,,,,
2021/2/22 17:45,拿汉威娶媳妇生娃,00690+6这个号挺顺的，感觉要中[鼓掌],167,0,,,,,
2021/2/22 17:41,股友yGd5vv,2778.求中,172,1,,,,,
2021/2/22 17:40,流水三天三夜,1.00E+11,221,1,,,,,
2021/2/22 17:39,大发多谋的柳二龙,中签号还没出来吧,156,0,,,,,
2021/2/22 17:38,宋运辉,1362,119,0,,,,,
2021/2/22 17:38,股友ollhJh,1513，岂不挂了,112,0,,,,,
2021/2/22 17:37,股友H76IzF1697,8556,135,0,,,,,
2021/2/22 17:30,妍冰1980,8157来一个[想一下],139,0,,,,,
2021/2/22 17:27,堆金为富的张三丰,82055+6求中签[拜神][拜神][拜神][拜神][拜神],156,0,,,,,
2021/2/22 17:26,nqct333,1496,133,0,,,,,
2021/2/22 17:25,孤身一人none,有多大的运气才会中这个股我佛慈悲祝我中签,167,0,,,,,
2021/2/22 17:23,平高小股东,四位数是4040吗？,499,3,,,,,
2021/2/22 17:22,西王818888,8024,162,0,,,,,
2021/2/22 17:17,股友2030520F1I,保佑中签,169,0,,,,,
2021/2/22 17:17,妖皇传说,据说是个肉签，祝大家都中一签,233,1,,,,,
2021/2/22 17:16,庄家也在做T,菩萨保佑100009762484+2中一签！,163,0,,,,,
